,user_id,gender,home_country,home_city,months_since_sign_up,has_children,is_married,is_family,age,age_group,avg_days_from_res_to_trip,total_number_of_sessions,total_number_of_page_clicks,total_session_duration_in_minutes,total_trips,total_discounted_trips,total_hotel_discounted_trips,total_flight_discounted_trips,total_cancelled_trips,total_flights,return_flights,total_hotel_res,total_paid_for_flights_before_disc,avg_paid_for_flights_before_disc,total_paid_for_flights_after_disc,avg_paid_for_flights_after_disc,total_disc_for_flights,avg_disc_for_flight,avg_disc_perc_for_flight,avg_disc_perc_for_hotel,total_paid_for_hotels_before_disc,avg_paid_for_hotels_before_disc,total_paid_for_hotels_after_disc,avg_paid_for_hotels_after_disc,total_disc_for_hotels,avg_disc_for_hotels,avg_num_of_rooms_per_hotel_res,avg_num_of_nights_per_hotel_res,tot_num_of_nights_for_hotel_res,num_of_diff_hotels_stayed,num_of_diff_hotel_groups_stayed,num_of_diff_hotel_cities_stayed,num_of_diff_flight_dest,num_of_diff_airlines,num_of_diff_routes,avg_num_of_seats_booked_per_flight,tot_num_of_seats_booked_for_flights,tot_number_of_checked_bags_for_flights,avg_of_checked_bags_for_flights,tot_flight_distance_km,tot_flight_dist_km,avg_flight_dist_km,booking_rate_per_session_segmentation,budget_segmentation,flyer_segmentation,customer_value,ads_per_km,discount_flight_proportion,bargain_hunter_index,avg_session_dur_min,segment
2433,533932,0,0,corpus christi,28,1,1,1,35,31-40,9.0,8,313,133.93,2,3,2,1,1,2,1,2,339.61,339.61,339.61,339.61,0.0,0.0,0.01,0.04,1090,545.0,1053.2,526.6,36.8,18.4,1.5,5.5,11,2,2,2,1,1,2,1.0,1,1,1.0,3936.376802355516,4031.033119976064,4031.033119976064,Occasional Booker,Low Budget,Rare Flyer,696.405,0.0842488736490501,0.5,0.0004212443682453,16.74125,1
2434,533975,0,0,sacramento,28,1,0,0,39,31-40,9.0,8,117,14.5,3,3,2,1,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.04,4272,1424.0,4128.7,1376.23,143.3,47.77,1.0,5.0,15,3,3,3,0,0,3,0.0,0,0,0.0,0.0,0.0,0.0,Occasional Booker,Moderate Budget,Rare Flyer,1376.2333333333331,0.0,0.3333333333333333,0.0,1.8125,0
2435,533985,0,0,los angeles,28,0,0,0,34,31-40,9.0,8,109,13.62,2,1,0,3,0,4,2,1,1272.91,636.46,1272.91,636.46,0.0,0.0,0.04,0.0,1576,1576.0,1576.0,1576.0,0.0,0.0,2.0,4.0,4,1,1,1,2,2,2,1.5,3,2,1.0,8543.648761259123,8730.176722127468,4365.088361063734,Occasional Booker,High Budget,Rare Flyer,1424.455,0.145805754054633,1.5,0.0087483452432779,1.7025,1
2436,533990,0,1,windsor,28,1,0,0,51,50+,6.0,8,127,15.79,5,3,1,3,0,8,4,4,1418.64,354.66,1403.055,350.76,15.585,3.9,0.04,0.01,4048,1012.0,4048.0,1012.0,0.0,0.0,1.25,4.75,19,4,4,4,4,3,5,1.25,5,1,0.25,11217.248946426487,10816.300689479927,2704.075172369982,Rare Booker,Moderate Budget,Regular Flyer,1090.211,0.1297167155647428,0.6,0.0031132011735538,1.97375,3
2437,534040,0,0,chicago,28,1,1,1,56,50+,4.5,8,106,13.04,2,1,1,0,0,2,1,2,249.08,249.08,249.08,249.08,0.0,0.0,0.0,0.03,4864,2432.0,4864.0,2432.0,0.0,0.0,2.0,11.0,22,2,2,2,1,1,2,1.0,1,0,0.0,2784.8833012455348,2753.026048306103,2753.026048306103,Occasional Booker,High Budget,Rare Flyer,2556.54,0.0904749884779533,0.0,0.0,1.63,0
2438,534045,0,0,newport news,28,0,1,0,44,41-50,9.0,8,76,9.42,2,1,0,1,0,4,2,1,968.27,484.14,968.27,484.14,0.0,0.0,0.01,0.0,508,508.0,508.0,508.0,0.0,0.0,2.0,2.0,2,1,1,1,2,2,2,1.5,3,1,0.5,9599.853545491718,9716.671099815914,4858.335549907957,Occasional Booker,Low Budget,Rare Flyer,738.135,0.0996503833517987,0.5,0.000498251916759,1.1775,1
2439,534066,0,0,new york,28,1,1,1,44,41-50,9.2,8,164,20.39,5,3,1,2,0,10,5,4,1596.96,319.39,1487.774,297.55,109.186,21.84,0.04,0.01,642,160.5,625.8,156.45,16.2,4.05,1.0,2.0,8,4,3,4,5,5,5,1.0,5,2,0.4,19210.95248594765,18476.1941295922,3695.23882591844,Rare Booker,Low Budget,Frequent Flyer,422.7148,0.0805238345930303,0.4,0.0012883813534884,2.54875,3
2440,534082,0,0,nashville,28,1,1,1,62,50+,0.0,8,48,5.97,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,Never Booker,Low Budget,Rare Flyer,0.0,0.0,0.0,0.0,0.74625,2
2441,534088,1,0,kansas city,28,1,0,0,29,26-30,6.333333333333333,8,141,17.61,3,3,1,2,0,4,2,2,470.39,235.2,452.7105,226.36,17.6795,8.84,0.03,0.03,1659,829.5,1659.0,829.5,0.0,0.0,1.0,3.5,7,2,2,2,2,2,3,1.0,2,1,0.5,4871.894393838152,4935.1309832409215,2467.5654916204608,Occasional Booker,Moderate Budget,Rare Flyer,703.9035,0.0917322157278798,0.6666666666666666,0.0018346443145575,2.20125,1
2442,534105,0,0,tucson,28,0,0,0,53,50+,9.83333333333333,8,164,20.16,6,1,1,1,0,12,6,5,2693.46,448.91,2561.9835,427.0,131.4765,21.91,0.02,0.01,3183,636.6,3158.6,631.72,24.4,4.88,1.2,5.6,28,5,4,5,6,4,6,1.17,7,2,0.33,25479.72897111021,26365.29240287423,4394.215400479038,Rare Booker,Moderate Budget,Frequent Flyer,953.4305833333332,0.0971725805597628,0.1666666666666666,0.0003239086018659,2.52,3
2443,534179,0,0,san francisco,28,0,1,0,42,41-50,7.75,8,146,18.06,4,4,2,3,0,6,3,4,1056.3,352.1,1015.0,338.33,41.3,13.77,0.1,0.07,2043,510.75,1895.4,473.85,147.6,36.9,1.0,3.75,15,4,4,3,2,2,3,1.0,3,2,0.67,12169.87246888874,11798.313219110863,3932.7710730369545,Rare Booker,Low Budget,Regular Flyer,727.6,0.0860292468211393,0.75,0.0064521935115854,2.2575,3
2444,534190,1,1,windsor,28,1,1,1,40,31-40,7.5,8,178,22.0,2,2,1,2,0,2,1,2,136.34,136.34,136.34,136.34,0.0,0.0,0.04,0.01,1724,862.0,1724.0,862.0,0.0,0.0,1.0,6.0,12,2,2,2,1,1,2,1.0,1,0,0.0,1398.887190350062,1377.4747523414806,1377.4747523414806,Occasional Booker,Low Budget,Rare Flyer,930.17,0.0989782206666542,1.0,0.0039591288266661,2.75,1
2445,534246,0,0,houston,28,0,1,0,40,31-40,7.0,8,97,12.01,2,2,1,1,0,2,1,2,49.97,49.97,49.97,49.97,0.0,0.0,0.03,0.02,1489,744.5,1489.0,744.5,0.0,0.0,1.0,6.0,12,2,2,2,1,1,2,1.0,1,0,0.0,580.7322143340007,580.401971913736,580.401971913736,Occasional Booker,Low Budget,Rare Flyer,769.485,0.086095503492581,0.5,0.0012914325523887,1.50125,1
2446,534254,0,1,calgary,28,0,0,0,25,18-25,6.0,9,110,13.6,1,3,1,2,0,2,1,1,573.05,573.05,515.745,515.75,57.305,57.31,0.04,0.04,558,558.0,558.0,558.0,0.0,0.0,1.0,3.0,3,1,1,1,1,1,1,1.0,1,0,0.0,6731.538666771925,6312.923098235272,6312.923098235272,Super Booker,Moderate Budget,Rare Flyer,1073.745,0.0816967024585128,2.0,0.006535736196681,1.5111111111111113,1
2447,534295,0,0,new york,28,0,0,0,50,41-50,10.0,9,112,14.04,3,2,0,4,0,6,3,3,4107.05,1369.02,4037.645,1345.88,69.405,23.14,0.06,0.0,3382,1127.33,3382.0,1127.33,0.0,0.0,2.0,5.0,15,3,2,3,3,3,3,2.0,6,2,0.67,18089.981319735813,18222.79128761873,6074.263762539576,Occasional Booker,High Budget,Regular Flyer,2473.215,0.2215711597785424,1.3333333333333333,0.0177256927822833,1.56,3
2448,534333,0,0,houston,28,1,0,0,51,50+,6.5,9,139,17.17,2,1,0,2,0,4,2,2,954.5,477.25,954.5,477.25,0.0,0.0,0.05,0.0,1400,700.0,1400.0,700.0,0.0,0.0,1.5,2.5,5,2,2,2,2,2,2,1.5,3,0,0.0,6883.393458630606,7055.179569262455,3527.5897846312278,Occasional Booker,Moderate Budget,Rare Flyer,1177.25,0.1352906741252204,1.0,0.006764533706261,1.9077777777777776,1
2449,534351,0,0,houston,28,0,0,0,43,41-50,9.142857142857144,9,177,21.79,7,2,1,1,0,14,7,7,2918.86,416.98,2899.063,414.15,19.797,2.83,0.01,0.01,7213,1030.43,7090.0,1012.86,123.0,17.57,1.0,8.14,57,6,6,5,5,5,5,1.0,7,5,0.71,32681.99780461648,34090.57998066378,4870.08285438054,Rare Booker,Moderate Budget,Bird,1427.009,0.0850400023010565,0.1428571428571428,0.0001214857175729,2.421111111111111,3
2450,534360,0,1,montreal,28,1,0,0,44,41-50,8.0,8,195,24.2,5,1,1,1,0,10,5,4,2115.26,423.05,2093.806,418.76,21.454,4.29,0.02,0.04,1484,371.0,1366.25,341.56,117.75,29.44,1.0,2.5,10,4,4,3,4,3,4,1.2,6,1,0.2,18298.12520126123,17386.452924427165,3477.290584885433,Rare Booker,Low Budget,Frequent Flyer,692.0112,0.1204274390585039,0.2,0.000481709756234,3.025,3
2451,534378,0,0,los angeles,28,1,1,1,61,50+,9.0,8,66,8.18,1,1,0,2,0,2,1,1,730.57,730.57,730.57,730.57,0.0,0.0,0.05,0.0,83,83.0,83.0,83.0,0.0,0.0,1.0,1.0,1,1,1,1,1,1,1,1.0,1,1,1.0,7948.419685999539,8367.36210308088,8367.36210308088,Frequent Booker,Low Budget,Rare Flyer,813.57,0.087311866153253,2.0,0.0087311866153253,1.0225,1
2452,534380,1,1,saskatoon,28,1,0,0,39,31-40,80.66666666666666,8,155,19.21,3,4,1,4,0,6,3,3,3426.91,1142.3,3201.3465,1067.12,225.5635,75.19,0.08,0.02,1948,649.33,1948.0,649.33,0.0,0.0,1.0,6.33,19,3,3,3,3,3,3,1.33,4,1,0.33,24917.31180052628,26941.611109124315,8980.537036374772,Occasional Booker,Moderate Budget,Regular Flyer,1716.4488333333331,0.1188253548398892,1.3333333333333333,0.0126747045162548,2.40125,3
2453,534391,0,1,victoria,28,0,1,0,51,50+,9.33333333333333,8,105,13.08,3,4,1,3,0,6,3,3,1082.57,360.86,964.1055,321.37,118.4645,39.49,0.08,0.02,2179,726.33,2179.0,726.33,0.0,0.0,1.0,3.67,11,3,3,3,3,3,3,1.0,3,2,0.67,11903.950641329217,11581.53648691852,3860.5121623061736,Occasional Booker,Moderate Budget,Regular Flyer,1047.7018333333333,0.0832450427530896,1.0,0.0066596034202471,1.635,3
2454,534445,0,0,jacksonville,28,0,1,0,45,41-50,6.5,8,330,133.36,2,1,0,1,1,4,2,1,1799.01,899.51,1799.01,899.51,0.0,0.0,0.03,0.0,210,210.0,210.0,210.0,0.0,0.0,2.0,1.0,1,1,1,1,2,2,2,1.5,3,0,0.0,13419.18368653718,13942.598270478487,6971.299135239244,Occasional Booker,Moderate Budget,Rare Flyer,1004.505,0.1290297522097551,0.5,0.0019354462831463,16.67,1
2455,534474,1,0,stockton,28,0,0,0,46,41-50,9.25,9,137,17.09,4,1,1,0,0,8,4,3,2210.17,552.54,2210.17,552.54,0.0,0.0,0.0,0.02,5350,1783.33,5350.0,1783.33,0.0,0.0,1.0,12.33,37,3,3,3,4,3,4,1.0,4,3,0.75,24253.175087176816,24781.466783243948,6195.366695810987,Occasional Booker,High Budget,Regular Flyer,1890.0425,0.089186407702647,0.0,0.0,1.8988888888888888,3
2456,534499,0,0,madison,28,1,1,1,33,31-40,3.0,8,111,13.74,1,2,1,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.05,136,136.0,136.0,136.0,0.0,0.0,1.0,2.0,2,1,1,1,0,0,1,0.0,0,0,0.0,0.0,0.0,0.0,Frequent Booker,Low Budget,Rare Flyer,136.0,0.0,1.0,0.0,1.7175,2
2457,534564,0,0,miami,28,0,1,0,51,50+,4.0,9,93,11.63,1,2,1,2,0,2,1,1,326.33,326.33,326.33,326.33,0.0,0.0,0.04,0.01,176,176.0,176.0,176.0,0.0,0.0,1.0,1.0,1,1,1,1,1,1,1,1.0,1,0,0.0,3810.7311022659,3857.537686623674,3857.537686623674,Super Booker,Low Budget,Rare Flyer,502.33,0.0845954146168359,2.0,0.0067676331693468,1.2922222222222222,1
2458,534586,0,1,quebec,28,1,0,0,39,31-40,0.0,8,112,13.85,0,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.08,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,Never Booker,Low Budget,Rare Flyer,0.0,0.0,0.0,0.0,1.73125,2
2459,534594,0,1,windsor,28,0,1,0,45,41-50,4.5,8,74,9.09,2,1,0,2,0,2,1,2,147.43,147.43,147.43,147.43,0.0,0.0,0.03,0.0,28114,14057.0,28114.0,14057.0,0.0,0.0,2.0,15.5,31,2,2,2,1,1,2,1.0,1,0,0.0,1688.5861985192169,1727.203927365815,1727.203927365815,Occasional Booker,Luxury Budget,Rare Flyer,14130.715,0.085357610450115,1.0,0.0025607283135034,1.13625,0
2460,534604,0,1,vancouver,28,0,0,0,28,26-30,169.0,8,95,11.77,1,1,1,0,0,2,1,0,1100.77,1100.77,1100.77,1100.77,0.0,0.0,0.0,0.03,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,2.0,2,2,2.0,5705.294794948327,5406.325955336092,5406.325955336092,Frequent Booker,Moderate Budget,Rare Flyer,1100.77,0.2036077752421735,0.0,0.0,1.47125,1
2461,534607,0,0,milwaukee,28,0,0,0,36,31-40,8.75,9,150,18.4,4,2,1,1,0,8,4,3,1309.15,327.29,1309.15,327.29,0.0,0.0,0.02,0.01,1291,430.33,1291.0,430.33,0.0,0.0,1.33,2.0,6,3,3,3,4,4,4,1.25,5,8,2.0,12466.69805423562,12146.434703655668,3036.608675913917,Occasional Booker,Low Budget,Regular Flyer,650.0375,0.1077805983352456,0.25,0.0005389029916762,2.0444444444444443,3
2462,534608,0,0,baton rouge,28,0,1,0,38,31-40,10.25,9,150,18.63,4,4,1,3,0,8,4,4,1512.04,378.01,1380.1135,345.03,131.9265,32.98,0.05,0.01,754,188.5,754.0,188.5,0.0,0.0,1.0,1.75,7,4,4,4,4,3,4,1.0,4,3,0.75,17392.49710997897,18127.662959282767,4531.915739820692,Occasional Booker,Low Budget,Regular Flyer,533.528375,0.0761330074979839,0.75,0.0028549877811743,2.07,3
2463,534661,0,0,austin,28,1,0,0,20,18-25,14.0,8,110,13.68,1,1,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,1386,1386.0,1039.5,1039.5,346.5,346.5,1.0,7.0,7,1,1,1,0,0,1,0.0,0,0,0.0,0.0,0.0,0.0,Frequent Booker,Moderate Budget,Rare Flyer,1039.5,0.0,0.0,0.0,1.71,2
2464,534688,0,0,louisville,28,1,0,0,39,31-40,6.8,8,127,15.81,5,3,2,2,0,8,4,5,682.77,170.69,682.77,170.69,0.0,0.0,0.04,0.03,3921,784.2,3697.2,739.44,223.8,44.76,1.2,4.0,20,5,4,5,4,4,5,1.25,5,4,1.0,7390.706591811913,7499.871117657775,1874.967779414444,Rare Booker,Low Budget,Regular Flyer,875.994,0.0910375644179376,0.4,0.001456601030687,1.97625,3
2465,534697,0,0,omaha,28,0,1,0,51,50+,5.5,9,185,22.95,2,1,0,1,0,2,1,2,355.15,355.15,284.12,284.12,71.03,71.03,0.07,0.0,1147,573.5,1147.0,573.5,0.0,0.0,1.5,4.5,9,2,2,2,1,1,2,1.0,1,0,0.0,4226.893598611731,4043.322215200511,4043.322215200511,Occasional Booker,Low Budget,Rare Flyer,715.56,0.0702689483741553,0.5,0.0024594131930954,2.55,1
2466,534703,0,0,tampa,28,0,0,0,35,31-40,8.0,8,175,30.93,1,3,1,2,1,2,1,1,481.78,481.78,409.513,409.51,72.267,72.27,0.1,0.06,193,193.0,193.0,193.0,0.0,0.0,1.0,1.0,1,1,1,1,1,1,1,1.0,1,0,0.0,5490.382501843261,5676.313832443911,5676.313832443911,Frequent Booker,Low Budget,Rare Flyer,602.513,0.0721441787907075,2.0,0.0144288357581415,3.86625,1
2467,534742,0,0,dallas,28,0,0,0,72,50+,13.0,8,111,13.64,2,2,1,1,0,2,1,2,354.66,354.66,354.66,354.66,0.0,0.0,0.05,0.05,616,308.0,616.0,308.0,0.0,0.0,1.0,2.5,5,2,2,2,1,1,2,1.0,1,0,0.0,4002.432814980966,4034.692821544492,4034.692821544492,Occasional Booker,Low Budget,Rare Flyer,485.33,0.0879026026730419,0.5,0.002197565066826,1.705,1
2468,534747,0,0,san jose,28,0,0,0,38,31-40,7.0,9,165,20.54,4,2,0,4,0,6,3,4,1164.77,388.26,1097.943,365.98,66.827,22.28,0.06,0.0,951,237.75,951.0,237.75,0.0,0.0,1.25,2.5,10,4,4,4,3,3,4,1.0,3,1,0.33,13897.89770626361,14069.638897876825,4689.879632625608,Occasional Booker,Low Budget,Regular Flyer,512.23575,0.0780363311360951,1.0,0.0046821798681657,2.2822222222222224,3
2469,534782,0,0,kansas city,28,0,0,0,27,26-30,6.5,8,98,11.95,4,2,0,2,0,4,2,4,612.21,306.11,612.21,306.11,0.0,0.0,0.04,0.0,6410,1602.5,6410.0,1602.5,0.0,0.0,1.0,5.5,22,4,4,4,2,2,4,1.0,2,2,1.0,6775.577927483288,6966.080288498551,3483.040144249276,Rare Booker,Moderate Budget,Rare Flyer,1755.5525,0.0878844306475764,0.5,0.0017576886129515,1.49375,0
2470,534793,0,1,edmonton,28,1,0,0,19,18-25,5.0,8,82,10.27,1,1,1,0,0,2,1,1,549.37,549.37,549.37,549.37,0.0,0.0,0.0,0.02,163,163.0,163.0,163.0,0.0,0.0,1.0,1.0,1,1,1,1,1,1,1,1.0,1,0,0.0,6554.476125012371,5992.49327679496,5992.49327679496,Frequent Booker,Low Budget,Rare Flyer,712.37,0.0916763648492278,0.0,0.0,1.28375,1
2471,534798,0,0,lubbock,28,0,0,0,30,26-30,8.333333333333332,8,132,16.34,3,3,1,2,0,6,3,3,821.6,273.87,766.914,255.64,54.686,18.23,0.06,0.02,366,122.0,353.9,117.97,12.1,4.03,1.0,1.33,4,3,3,3,3,3,3,1.0,3,0,0.0,9438.346206877131,9623.588045186598,3207.862681728866,Occasional Booker,Low Budget,Regular Flyer,373.6046666666666,0.0796910670322785,0.6666666666666666,0.0031876426812911,2.0425,1
2472,534825,0,1,toronto,28,1,0,0,30,26-30,7.0,8,120,14.82,1,3,2,1,0,2,1,0,97.51,97.51,97.51,97.51,0.0,0.0,0.03,0.06,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,1.0,1,0,0.0,1165.9376512950928,1147.648638988356,1147.648638988356,Frequent Booker,Low Budget,Rare Flyer,97.51,0.0849650290928366,1.0,0.002548950872785,1.8525,2
2473,534840,0,0,indianapolis,28,0,0,0,47,41-50,10.75,9,160,19.89,4,3,2,2,0,8,4,3,1001.56,250.39,992.588,248.15,8.972,2.24,0.06,0.03,2194,731.33,2037.4,679.13,156.6,52.2,1.33,2.33,7,3,3,3,4,3,4,1.25,5,0,0.0,7715.65570937253,7776.954501882839,1944.2386254707096,Occasional Booker,Low Budget,Regular Flyer,757.497,0.1276319669556623,0.5,0.0038289590086698,2.21,3
2474,534842,0,0,tulsa,28,0,1,0,47,41-50,9.5,8,108,13.66,2,3,1,5,0,2,0,2,246.07,123.04,226.942,113.47,19.128,9.56,0.16,0.04,321,160.5,321.0,160.5,0.0,0.0,1.0,1.0,2,2,2,2,2,2,2,1.0,2,0,0.0,2655.011917166125,2747.67334042424,1373.83667021212,Occasional Booker,Low Budget,Rare Flyer,273.971,0.0825942431588175,2.5,0.033037697263527,1.7075,1
2475,534858,0,0,new york,28,1,1,1,55,50+,7.666666666666665,8,413,146.15,3,1,0,2,1,6,3,3,912.24,304.08,912.24,304.08,0.0,0.0,0.03,0.0,2482,827.33,2482.0,827.33,0.0,0.0,1.0,2.0,6,3,3,3,3,3,3,1.0,3,3,1.0,9896.269595405882,9763.330398033162,3254.443466011054,Occasional Booker,Moderate Budget,Regular Flyer,1131.4133333333332,0.0934353302417966,0.6666666666666666,0.0018687066048359,18.26875,1
2476,534895,1,1,winnipeg,28,1,0,0,34,31-40,8.0,8,134,16.75,2,2,0,3,0,4,2,2,725.03,362.52,708.1085,354.05,16.9215,8.46,0.09,0.0,906,453.0,906.0,453.0,0.0,0.0,1.0,3.0,6,2,2,2,2,2,2,1.0,2,1,0.5,8761.59973112496,8409.131064419757,4204.565532209878,Occasional Booker,Low Budget,Rare Flyer,807.05425,0.0842070951891936,1.5,0.0113679578505411,2.09375,1
2477,534903,0,0,nashville,28,1,0,0,53,50+,8.0,9,131,16.24,3,2,1,1,0,5,2,3,1521.08,507.03,1521.08,507.03,0.0,0.0,0.03,0.02,3298,1099.33,3298.0,1099.33,0.0,0.0,2.33,2.0,6,3,2,3,3,3,3,2.33,7,2,0.67,6386.453349472564,6703.717853802258,2234.572617934086,Occasional Booker,Moderate Budget,Regular Flyer,1606.36,0.2269009575242287,0.3333333333333333,0.0022690095752422,1.8044444444444443,3
2478,534939,0,0,washington,28,0,0,0,45,41-50,8.0,8,108,13.45,3,2,1,2,0,4,2,3,1334.48,667.24,1334.48,667.24,0.0,0.0,0.07,0.02,4581,1527.0,4581.0,1527.0,0.0,0.0,1.0,5.67,17,3,3,2,2,2,3,1.0,2,0,0.0,14749.705392882335,15158.435332290255,7579.217666145128,Occasional Booker,High Budget,Rare Flyer,1971.8266666666664,0.0880354713891421,0.6666666666666666,0.0041083219981599,1.68125,1
2479,534948,0,0,colorado springs,28,0,1,0,41,41-50,4.0,8,106,13.21,4,2,1,1,0,2,1,4,911.86,911.86,911.86,911.86,0.0,0.0,0.03,0.02,2719,679.75,2658.6,664.65,60.4,15.1,1.5,5.75,23,4,4,4,1,1,4,2.0,2,1,1.0,5277.480926905883,5374.154819517608,5374.154819517608,Rare Booker,Moderate Budget,Rare Flyer,892.615,0.1696750522869845,0.25,0.0012725628921523,1.65125,3
2480,534957,0,1,calgary,28,0,1,0,51,50+,7.75,8,126,15.6,4,1,1,0,0,8,4,2,1757.54,439.39,1757.54,439.39,0.0,0.0,0.0,0.02,523,261.5,490.0,245.0,33.0,16.5,1.0,2.0,4,2,2,2,4,4,4,1.25,5,0,0.0,16474.90789932429,16051.99063372242,4012.997658430605,Rare Booker,Low Budget,Regular Flyer,561.885,0.1094904700671651,0.0,0.0,1.95,3
2481,534971,0,1,toronto,28,0,0,0,35,31-40,5.5,8,149,18.7,2,2,1,1,0,4,2,2,344.51,172.26,281.82,140.91,62.69,31.35,0.08,0.02,377,188.5,374.55,187.28,2.45,1.23,1.0,1.5,3,2,2,2,2,1,2,1.0,2,1,0.5,4031.055963688888,4013.6197946020343,2006.8098973010171,Occasional Booker,Low Budget,Rare Flyer,328.185,0.0702159184033881,0.5,0.0028086367361355,2.3375,1
2482,534986,1,0,oakland,28,0,0,0,62,50+,9.25,8,218,27.07,4,3,2,1,0,8,4,4,2755.85,688.96,2755.85,688.96,0.0,0.0,0.04,0.04,2504,626.0,2263.1,565.78,240.9,60.23,1.25,5.0,20,4,4,4,4,4,4,1.25,5,3,0.75,22959.458160662503,22604.89515349456,5651.22378837364,Rare Booker,Moderate Budget,Regular Flyer,1254.7375,0.1219138589799636,0.25,0.0012191385897996,3.38375,3
2483,535003,0,0,brownsville,28,0,1,0,59,50+,0.0,9,88,10.98,0,1,0,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,Never Booker,Low Budget,Rare Flyer,0.0,0.0,0.0,0.0,1.22,2
2484,535007,0,1,toronto,28,0,0,0,44,41-50,8.6,8,313,47.66,5,2,2,0,1,10,5,5,2021.2,404.24,2021.2,404.24,0.0,0.0,0.0,0.03,3868,773.6,3667.0,733.4,201.0,40.2,1.0,2.8,14,5,5,4,4,5,4,1.0,5,1,0.2,23764.489744552047,23387.73609813365,4677.547219626729,Rare Booker,Moderate Budget,Frequent Flyer,1137.64,0.0864213616708841,0.0,0.0,5.9575,3
2485,535024,0,0,san antonio,28,0,0,0,38,31-40,10.5,8,419,146.98,2,1,0,1,1,4,2,2,896.74,448.37,896.74,448.37,0.0,0.0,0.05,0.0,717,358.5,717.0,358.5,0.0,0.0,1.0,2.5,5,2,2,2,2,2,2,1.0,2,2,1.0,10196.712386053325,10570.11326890139,5285.056634450695,Occasional Booker,Low Budget,Rare Flyer,806.87,0.0848373122583579,0.5,0.0021209328064589,18.3725,1
2486,535035,0,0,new york,28,1,0,0,53,50+,7.0,8,202,24.95,4,3,2,1,0,6,3,4,1394.81,464.94,1394.81,464.94,0.0,0.0,0.02,0.03,7180,1795.0,6724.0,1681.0,456.0,114.0,1.75,7.5,30,4,3,4,3,3,4,1.67,5,1,0.33,13094.3433646261,12624.94242238658,4208.314140795526,Rare Booker,High Budget,Regular Flyer,2029.7025,0.1104805038577221,0.25,0.0005524025192886,3.11875,3
2487,535047,0,0,rochester,28,1,0,0,48,41-50,11.0,8,146,18.08,4,1,1,0,0,8,4,4,1520.36,380.09,1520.36,380.09,0.0,0.0,0.0,0.02,2754,688.5,2625.6,656.4,128.4,32.1,1.25,3.5,14,4,4,3,3,4,3,1.25,5,2,0.5,12149.898006412655,12451.640902739182,3112.9102256847955,Rare Booker,Moderate Budget,Regular Flyer,1036.49,0.1221011762124896,0.0,0.0,2.26,3
2488,535051,0,0,new york,28,0,1,0,50,41-50,5.0,8,157,19.58,4,3,2,1,0,6,3,4,1302.49,434.16,1302.49,434.16,0.0,0.0,0.05,0.03,2921,730.25,2891.2,722.8,29.8,7.45,1.0,5.25,21,4,4,4,3,3,4,1.0,3,1,0.33,15861.763530130023,15775.938255403638,5258.646085134546,Rare Booker,Moderate Budget,Regular Flyer,1048.4225,0.0825618089341764,0.25,0.0010320226116772,2.4475,3
2489,535060,0,0,los angeles,28,0,0,0,36,31-40,7.5,8,193,23.98,4,2,0,2,0,7,3,4,1216.46,304.12,1198.927,299.73,17.533,4.38,0.04,0.0,1035,258.75,1035.0,258.75,0.0,0.0,1.0,1.0,4,4,3,4,4,4,4,1.0,4,2,0.5,14181.090600487416,14432.99722067206,3608.2493051680153,Rare Booker,Low Budget,Regular Flyer,558.48175,0.083068470233113,0.5,0.0016613694046622,2.9975,3
2490,535063,0,0,los angeles,28,0,0,0,39,31-40,6.0,9,177,21.85,4,2,2,1,0,6,3,4,1972.95,657.65,1872.8655,624.29,100.0845,33.36,0.03,0.03,1574,393.5,1557.2,389.3,16.8,4.2,1.25,2.75,11,4,4,4,3,3,4,1.33,4,2,0.67,19473.489510771626,20292.069024453453,6764.023008151151,Occasional Booker,Moderate Budget,Regular Flyer,857.516375,0.0922954430000734,0.25,0.0006922158225006,2.4277777777777776,3
